code,age,name,gender,company,Aracaju (SE)_as_source,Brasilia (DF)_as_source,Campo Grande (MS)_as_source,Florianopolis (SC)_as_source,Natal (RN)_as_source,Recife (PE)_as_source,Rio de Janeiro (RJ)_as_source,Salvador (BH)_as_source,Sao Paulo (SP)_as_source,Aracaju (SE)_as_destination,Brasilia (DF)_as_destination,Campo Grande (MS)_as_destination,Florianopolis (SC)_as_destination,Natal (RN)_as_destination,Recife (PE)_as_destination,Rio de Janeiro (RJ)_as_destination,Salvador (BH)_as_destination,Sao Paulo (SP)_as_destination,economic_count,firstClass_count,premium_count,total_distance,total_price,total_time,january_as_travel_month,february_as_travel_month,march_as_travel_month,april_as_travel_month,may_as_travel_month,june_as_travel_month,july_as_travel_month,august_as_travel_month,september_as_travel_month,october_as_travel_month,november_as_travel_month,december_as_travel_month
1004,Carl Saiz,58,none,Acme Factory,20,33,24,198,22,16,35,22,26,20,33,24,198,22,16,35,22,26,128,154,114,257971.23999999993,395997.7600000001,670.3400000000004,37,32,34,35,35,34,31,25,29,34,35,35
1005,Tara Moore,54,female,Acme Factory,12,24,29,179,24,20,26,28,16,12,24,29,179,24,20,26,28,16,74,192,92,239158.41999999998,392236.89,621.5000000000001,36,31,26,28,25,25,28,25,28,37,33,36
1006,Gregory Dugas,33,none,Acme Factory,7,4,4,41,3,4,8,3,8,7,4,4,41,3,4,8,3,8,20,36,26,52764.97999999997,84287.48999999998,137.07999999999998,9,8,9,9,9,8,2,0,2,9,8,9
1007,Shirley Barnhill,51,female,Acme Factory,9,13,4,69,11,10,10,4,8,9,13,4,69,11,10,10,4,8,34,62,42,90685.47999999995,145728.20999999996,235.6399999999999,14,8,9,9,9,8,9,9,10,18,18,17
1008,Eric Mcmaster,43,none,Acme Factory,5,11,8,68,11,7,9,10,7,5,11,8,68,11,7,9,10,7,36,70,30,91392.09999999998,147267.56999999995,237.49999999999983,12,8,9,9,9,8,9,9,10,19,16,18
1009,Neil Tortora,38,none,Acme Factory,17,28,17,157,15,17,18,18,27,17,28,17,157,15,17,18,18,27,80,136,98,207898.99999999988,330535.03000000014,540.2999999999996,27,24,25,28,25,25,29,24,27,28,25,27
1010,Donald Bennett,61,male,Acme Factory,7,2,5,33,4,4,6,1,4,7,2,5,33,4,4,6,1,4,18,28,20,42667.699999999975,68989.10999999999,110.81999999999992,10,8,8,9,3,0,0,0,2,9,8,9
1011,Bianca Tew,40,none,Acme Factory,27,17,23,164,23,26,19,12,17,27,17,23,164,23,26,19,12,17,90,142,96,218899.41999999998,347227.06000000006,568.7199999999998,27,24,26,26,27,25,27,26,29,36,28,27
1012,Marvel Gill,46,female,Acme Factory,11,19,31,153,19,15,14,21,23,11,19,31,153,19,15,14,21,23,98,130,78,203151.3399999999,319425.92000000004,527.9000000000001,27,25,25,26,27,25,28,25,19,28,25,26
1013,Lydia Estrella,31,female,Acme Factory,8,11,7,98,14,21,14,14,9,8,11,7,98,14,21,14,14,9,46,88,62,132710.35999999996,212800.04000000004,344.89999999999986,18,17,16,18,18,16,19,11,10,19,17,17
1014,Rosie Perdue,41,none,Acme Factory,15,11,13,87,16,8,9,5,10,15,11,13,87,16,8,9,5,10,38,88,48,115749.09999999996,191554.60000000003,300.67999999999984,18,17,16,18,16,8,10,8,10,19,17,17
1015,Daniel Spurlock,61,none,Acme Factory,24,19,16,136,17,19,13,12,16,24,19,16,136,17,19,13,12,16,102,94,76,183859.47999999992,278007.4,477.73999999999984,27,23,26,27,18,16,19,17,19,26,27,27
1016,Nola Harris,54,female,Acme Factory,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,2,0,0,1875.54,1814.62,4.88,0,0,0,0,0,0,0,0,2,0,0,0
1017,Duane Norton,47,male,Acme Factory,5,5,11,60,8,5,10,7,9,5,5,11,60,8,5,10,7,9,40,48,32,77776.44,120196.40999999997,202.05999999999986,10,7,9,9,9,8,9,9,10,18,14,8
1018,Elke Cavallaro,31,female,Acme Factory,0,0,0,5,3,0,2,0,0,0,0,0,5,3,0,2,0,0,0,10,0,6121.42,11763.390000000001,15.880000000000003,0,0,0,0,0,0,0,0,2,8,0,0
1019,Doris Irby,31,female,Acme Factory,33,21,26,192,18,19,25,30,20,33,21,26,192,18,19,25,30,20,116,154,114,263312.0000000001,405064.89,684.2199999999993,36,32,35,35,34,26,27,26,28,36,34,35
1020,Trina Smith,34,female,Acme Factory,8,9,7,49,8,1,5,6,5,8,9,7,49,8,1,5,6,5,24,40,34,66691.63999999998,105451.57999999999,173.27999999999997,9,8,9,9,8,9,9,9,2,9,8,9
1021,Martha Calhoun,58,female,Acme Factory,10,8,6,77,8,11,13,9,12,10,8,6,77,8,11,13,9,12,46,74,34,101992.27999999996,161434.2,265.01999999999987,19,14,14,9,9,8,10,8,10,18,17,18
1022,Earline Sherrod,22,none,Acme Factory,14,17,27,185,24,33,23,26,21,14,17,27,185,24,33,23,26,21,92,134,144,247835.03999999986,385072.19999999995,644.04,36,32,35,29,27,25,27,26,28,37,33,35
1023,Robert Avila,54,male,Acme Factory,5,3,3,30,2,5,3,6,3,5,3,3,30,2,5,3,6,3,18,22,20,42383.37999999999,65181.53,110.16000000000001,10,7,9,6,0,0,0,0,2,9,9,8
1024,Natalie Ackerley,34,none,Acme Factory,23,22,25,190,16,23,23,31,27,23,22,25,190,16,23,23,31,27,126,172,82,257717.55999999997,399761.29999999993,669.7599999999996,35,31,36,35,31,25,26,27,28,35,35,36
1025,Steven Napier,57,male,Acme Factory,0,0,0,2,0,1,0,1,0,0,0,0,2,0,1,0,1,0,2,0,2,3228.5999999999995,3808.0299999999997,8.4,0,0,0,0,0,0,0,0,2,2,0,0
1026,Ted Bonneau,44,male,Acme Factory,18,27,25,200,25,25,33,23,24,18,27,25,200,25,25,33,23,24,118,164,118,262428.27999999945,408326.5500000003,681.9200000000012,36,33,34,35,35,34,34,26,28,35,34,36
1027,Myong Harris,45,none,Acme Factory,21,19,24,156,15,13,24,22,18,21,19,24,156,15,13,24,22,18,84,116,112,208494.0599999997,321237.18,541.7600000000006,27,25,25,27,26,25,29,24,25,27,25,27
1028,Jonathan Crawford,59,male,Acme Factory,15,9,12,106,17,13,12,14,14,15,9,12,106,17,13,12,14,14,52,102,58,144410.06,232653.8700000001,375.19999999999953,18,16,17,19,16,17,19,17,19,19,18,17
1029,Steven Carlisle,43,male,Acme Factory,25,18,24,187,23,24,30,24,19,25,18,24,187,23,24,30,24,19,92,160,122,250394.27999999965,396296.7200000002,650.600000000001,35,31,36,33,27,25,27,26,29,36,32,37
1030,Shaun Bell,36,none,Acme Factory,0,2,1,9,1,1,0,1,3,0,2,1,9,1,1,0,1,3,8,4,6,11718.039999999999,17309.630000000005,30.460000000000004,0,0,0,0,0,0,0,0,2,9,7,0
1031,John Lynum,42,none,Acme Factory,12,10,15,101,11,11,13,17,12,12,10,15,101,11,11,13,17,12,42,92,68,137367.04,219450.69999999992,356.9600000000001,18,17,16,18,18,16,19,17,10,19,17,17
1032,Linda Clark,55,none,Acme Factory,12,12,9,96,12,11,14,13,13,12,12,9,96,12,11,14,13,13,56,78,58,129005.01999999997,200003.92000000007,335.2199999999999,18,16,17,18,18,16,17,9,10,19,16,18
1033,Chad Treisch,53,male,Acme Factory,19,22,12,143,24,19,20,13,14,19,22,12,143,24,19,20,13,14,76,122,88,191092.2199999998,301282.2300000001,496.51999999999936,28,23,26,27,25,23,20,16,19,27,25,27
1034,Alton Jastrebski,32,male,Acme Factory,5,7,10,58,6,11,6,4,9,5,7,10,58,6,11,6,4,9,42,46,28,75102.91999999995,116133.24,195.16000000000005,9,9,8,9,8,9,9,9,10,19,9,8
1035,Katherine Ruff,37,none,Acme Factory,7,5,6,47,6,5,7,3,8,7,5,6,47,6,5,7,3,8,34,36,24,61012.01999999997,94825.85,158.49999999999986,9,9,8,9,9,8,10,4,2,9,9,8
1036,Helen Hammond,60,female,Acme Factory,7,10,15,91,14,12,12,7,14,7,10,15,91,14,12,12,7,14,46,84,52,117448.37999999995,190468.74,305.13999999999976,17,17,17,18,17,15,9,9,10,18,17,18
1037,Amanda Kohn,40,female,Acme Factory,10,13,13,101,7,15,20,12,11,10,13,13,101,7,15,20,12,11,56,82,64,131425.25999999998,204295.71000000005,341.5399999999999,18,17,16,18,18,16,19,17,10,18,17,18
1038,Alice Hernandez,46,female,Acme Factory,5,5,3,38,5,4,2,4,10,5,5,3,38,5,4,2,4,10,26,24,26,51023.060000000005,77422.27,132.57999999999996,9,9,8,9,9,4,0,0,2,9,9,8
1039,Laura Jaynes,44,female,Acme Factory,20,24,24,176,13,24,28,23,20,20,24,24,176,13,24,28,23,20,104,144,104,233152.6399999999,360674.14,605.9199999999995,35,27,25,26,27,25,28,25,28,37,33,36
1040,Jean Duke,36,male,Acme Factory,20,21,17,166,20,24,18,24,22,20,21,17,166,20,24,18,24,22,102,134,96,226023.21999999986,349413.8999999999,587.3799999999999,27,24,26,26,27,25,27,26,28,37,33,26
1041,Mike Casillas,33,male,Acme Factory,22,25,25,193,29,28,17,24,23,22,25,25,193,29,28,17,24,23,120,150,116,261912.63999999987,407344.19000000006,680.5999999999995,35,33,34,35,35,27,28,25,29,35,33,37
1042,Juan Pearson,65,male,Acme Factory,11,14,9,76,9,7,8,9,9,11,14,9,76,9,7,8,9,9,38,66,48,102674.21999999996,163476.99,266.81999999999977,18,17,10,9,9,8,9,9,10,18,17,18
1043,Adrian Haight,41,none,Acme Factory,15,9,20,131,17,25,15,15,15,15,9,20,131,17,25,15,15,15,76,116,70,175625.35999999987,275817.38999999996,456.34000000000003,26,26,24,18,18,16,19,17,19,28,24,27
1044,Adam Clasen,27,male,Acme Factory,6,4,4,29,3,2,5,1,4,6,4,4,29,3,2,5,1,4,14,38,6,37395.15999999999,62563.25999999998,97.13999999999996,9,9,8,4,0,0,0,0,2,9,9,8
1045,Ernesto Hall,40,none,Acme Factory,14,4,9,80,9,13,12,12,7,14,4,9,80,9,13,12,12,7,44,64,52,110002.93999999996,169834.89000000004,285.8199999999998,17,18,16,11,8,9,9,9,10,19,17,17
1046,John Millner,49,none,Acme Factory,15,13,15,101,15,13,7,10,13,15,13,15,101,15,13,7,10,13,56,92,54,136826.4799999999,222090.38,355.5200000000001,19,15,17,18,18,16,19,17,10,19,16,18
1047,Jennifer Ferguson,55,none,Acme Factory,14,9,9,112,10,16,17,19,18,14,9,9,112,10,16,17,19,18,56,90,78,152015.3199999999,236607.05000000005,395.03999999999996,18,17,16,18,17,17,19,17,19,27,22,17
1048,Grace Martin,27,female,Acme Factory,17,22,34,156,17,17,14,18,17,17,22,34,156,17,17,14,18,17,90,138,84,207622.09999999983,329892.09,539.52,25,24,27,27,26,25,27,26,25,27,26,27
1049,Nannie Warren,53,female,Acme Factory,20,16,15,135,15,20,17,13,19,20,16,15,135,15,20,17,13,19,94,90,86,179910.0599999999,271837.95,467.47999999999973,27,22,27,25,18,16,19,17,19,27,25,28
1050,Karen Kneeland,57,none,Acme Factory,9,7,10,47,5,4,3,7,2,9,7,10,47,5,4,3,7,2,30,36,28,65642.41999999994,99183.84999999995,170.57999999999976,9,9,8,9,9,8,9,5,2,9,8,9
1051,Catalina Rosario,57,female,Acme Factory,15,6,14,80,9,7,8,11,10,15,6,14,80,9,7,8,11,10,60,56,44,109557.51999999993,163874.03,284.6399999999999,18,17,16,11,9,8,9,9,10,19,16,18
1052,Francis Ferry,34,none,Acme Factory,1,3,2,19,4,1,3,3,2,1,3,2,19,4,1,3,3,2,12,16,10,25439.3,38396.71,66.10000000000002,10,0,0,0,0,0,0,0,2,9,9,8
1053,Paul Hovermale,46,male,Acme Factory,6,14,12,107,16,13,18,20,8,6,14,12,107,16,13,18,20,8,66,98,50,144910.77999999994,225266.78000000003,376.59999999999997,18,16,17,18,18,16,20,16,19,22,16,18
1054,Leslie Rosas,38,female,Acme Factory,1,2,3,29,4,5,6,6,2,1,2,3,29,4,5,6,6,2,18,30,10,39148.46000000001,61422.33999999998,101.74000000000001,9,9,8,4,0,0,0,0,2,9,9,8
1055,Demarcus Vaughan,25,none,Acme Factory,2,4,2,19,0,3,2,4,2,2,4,2,19,0,3,2,4,2,14,14,10,26306.22,39762.22,68.4,9,1,0,0,0,0,0,0,2,9,9,8
1056,Guy Love,37,male,Acme Factory,29,27,23,189,21,24,23,20,22,29,27,23,189,21,24,23,20,22,100,178,100,253698.54,406270.96000000014,659.24,37,31,35,36,28,25,27,26,28,36,34,35
1057,Mark Harris,50,male,Acme Factory,8,11,9,64,6,6,6,10,8,8,11,9,64,6,6,6,10,8,36,56,36,87272.53999999998,137223.01999999996,226.81999999999982,9,9,8,9,9,8,9,9,10,19,16,13
1058,Charles Gibbons,44,male,Acme Factory,23,20,19,126,17,10,16,13,8,23,20,19,126,17,10,16,13,8,72,106,74,170461.31999999995,267645.8200000001,442.9,26,23,16,18,18,16,20,16,19,28,25,27
1059,Karla Guerrette,32,none,Acme Factory,5,5,7,56,9,6,9,11,4,5,5,7,56,9,6,9,11,4,36,48,28,76905.92000000001,118049.28,199.83999999999992,10,8,8,9,8,9,10,8,10,15,8,9
1060,Karen Hill,27,none,Acme Factory,16,29,16,160,20,16,23,24,16,16,29,16,160,20,16,23,24,16,100,132,88,215698.59999999992,330642.50000000006,560.5800000000002,27,24,25,26,27,25,28,25,28,33,25,27
1061,Lisa Treadway,31,female,Acme Factory,13,15,26,163,27,25,17,16,24,13,15,26,163,27,25,17,16,24,98,130,98,214973.05999999994,336768.6800000001,558.5399999999997,26,25,26,27,25,26,28,25,28,36,28,26
1062,Gilbert Burroughs,27,male,Acme Factory,2,8,8,55,11,9,6,7,4,2,8,8,55,11,9,6,7,4,30,50,30,73622.50000000003,117916.12999999999,191.32000000000005,9,8,9,9,9,8,9,9,10,13,9,8
1063,Shirley Callahan,63,none,Acme Factory,11,10,10,90,15,7,9,14,14,11,10,10,90,15,7,9,14,14,44,80,56,123165.49999999991,197320.07,320.01999999999987,18,16,17,19,17,12,9,9,10,19,16,18
1064,Mark Brownfield,63,male,Acme Factory,14,13,25,122,13,16,17,11,13,14,13,25,122,13,16,17,11,13,70,106,68,159108.2199999999,249049.89,413.39999999999986,24,15,18,18,18,16,19,17,19,27,25,28
1065,Casey Joos,60,male,Acme Factory,13,8,17,101,12,10,13,16,12,13,8,17,101,12,10,13,16,12,56,74,72,136919.87999999992,211512.75999999995,355.7600000000001,18,17,16,18,17,17,19,17,10,18,18,17
1066,Virginia Walker,43,female,Acme Factory,25,17,25,171,25,14,26,17,22,25,17,25,171,25,14,26,17,22,92,138,112,226087.31999999998,354115.4700000001,587.3399999999999,28,23,26,27,26,25,28,25,29,35,33,37
1067,Rosita Dorsch,36,female,Acme Factory,10,9,12,93,18,13,19,6,6,10,9,12,93,18,13,19,6,6,42,78,66,120269.94000000003,191858.94000000006,312.41999999999996,18,16,17,19,17,16,12,8,10,18,17,18
1068,Melissa Morrison,61,female,Acme Factory,1,2,0,6,2,0,1,0,0,1,2,0,6,2,0,1,0,0,4,6,2,7938.02,13100.220000000001,20.620000000000005,0,0,0,0,0,0,0,0,2,9,1,0
1069,Luther Campbell,49,male,Acme Factory,15,15,27,144,21,17,14,18,17,15,15,27,144,21,17,14,18,17,94,128,66,193102.47999999992,302025.02,501.7400000000001,27,25,25,27,25,25,19,17,19,28,24,27
1070,Darren Rice,26,male,Acme Factory,17,23,13,144,14,24,19,18,16,17,23,13,144,14,24,19,18,16,72,136,80,193551.11999999988,308579.19000000006,503.0399999999999,28,24,25,27,25,25,19,17,19,27,26,26
1071,Elizabeth Baker,59,none,Acme Factory,13,15,16,108,11,12,13,15,13,13,15,16,108,11,12,13,15,13,56,100,60,145234.21999999994,230843.79999999993,377.41999999999985,18,16,17,19,17,16,19,17,19,24,16,18
1072,Glenna Ernst,47,female,Acme Factory,7,8,7,45,3,1,6,10,3,7,8,7,45,3,1,6,10,3,28,40,22,62891.32,96998.89000000001,163.45999999999992,10,8,8,9,8,9,10,0,2,9,9,8
1073,Monika Lightner,62,female,Acme Factory,9,17,15,91,10,9,6,10,15,9,17,15,91,10,9,6,10,15,44,68,70,121030.77999999994,191882.72000000003,314.53999999999985,18,16,17,18,17,15,10,8,10,19,16,18
1074,Judy Dickie,34,female,Acme Factory,23,14,22,171,24,18,21,28,21,23,14,22,171,24,18,21,28,21,78,162,102,234420.86,374418.93000000005,609.0999999999997,28,24,26,26,27,25,27,26,28,36,34,35
1075,Wesley Collins,23,none,Acme Factory,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,1418.74,2327.13,3.68,0,0,0,0,0,0,0,0,2,0,0,0
1076,Camille Bosley,47,female,Acme Factory,15,25,28,153,19,13,25,19,9,15,25,28,153,19,13,25,19,9,88,130,88,201891.47999999998,313183.5000000001,524.6200000000001,27,23,26,26,27,25,27,26,19,27,25,28
1077,David Harwell,36,none,Acme Factory,11,12,13,84,11,11,8,9,9,11,12,13,84,11,11,8,9,9,44,82,42,112964.17999999996,182676.51,293.53999999999996,17,17,17,19,9,8,9,9,10,18,17,18
1078,Rashida Allan,55,none,Acme Factory,22,25,21,157,14,23,11,21,20,22,25,21,157,14,23,11,21,20,88,146,80,214680.6999999999,343370.02,557.9599999999999,27,24,26,27,25,26,28,25,27,27,25,27
1079,Hortensia Finch,62,female,Acme Factory,17,23,15,116,15,11,10,12,13,17,23,15,116,15,11,10,12,13,42,116,74,156655.8399999999,260799.98000000004,407.1,19,15,17,18,17,17,18,18,19,27,25,22
1080,Ramon Shoji,53,male,Acme Factory,20,30,18,182,25,30,18,19,22,20,30,18,182,25,30,18,19,22,104,138,122,244481.27999999997,380264.80000000016,635.3599999999999,34,31,33,26,27,25,28,25,28,36,34,37
1081,Albert Sparks,58,male,Acme Factory,4,0,4,21,0,1,7,1,4,4,0,4,21,0,1,7,1,4,14,20,8,25315.199999999997,38636.19,65.74000000000001,9,5,0,0,0,0,0,0,2,9,8,9
1082,Jonathan Partlow,37,male,Acme Factory,15,15,6,102,13,12,17,15,9,15,15,6,102,13,12,17,15,9,58,74,72,139064.18000000002,210907.84000000003,361.3799999999999,19,14,18,18,17,17,20,16,12,19,17,17
1083,Christopher Mccormick,28,none,Acme Factory,24,26,28,196,30,21,20,31,16,24,26,28,196,30,21,20,31,16,110,174,108,269869.95999999996,427202.92999999993,701.28,36,33,34,35,35,33,28,25,28,37,33,35
1084,Gregory Clay,59,male,Acme Factory,0,0,2,6,0,1,2,0,1,0,0,2,6,0,1,2,0,1,4,8,0,6637.779999999999,10963.1,17.240000000000002,0,0,0,0,0,0,0,0,2,9,1,0
1085,Rose Snow,23,female,Acme Factory,11,24,20,147,19,19,18,22,14,11,24,20,147,19,19,18,22,14,74,114,106,197802.77999999988,310823.98,514.0799999999997,25,26,25,27,26,25,25,16,19,28,24,28
1086,Jeffrey Duarte,32,none,Acme Factory,23,25,16,173,24,22,22,21,20,23,25,16,173,24,22,22,21,20,106,146,94,233653.2399999998,362323.99000000017,607.1600000000002,29,25,26,26,27,25,26,27,29,36,33,37
1087,Sona Paolucci,52,female,Acme Factory,4,4,4,30,5,0,7,6,0,4,4,4,30,5,0,7,6,0,12,30,18,41036.9,64908.17000000001,106.61999999999995,9,9,8,6,0,0,0,0,2,9,9,8
1088,Jack Gold,24,male,Acme Factory,10,4,12,48,6,3,5,3,5,10,4,12,48,6,3,5,3,5,26,40,30,63531.55999999998,100594.59000000001,165.01999999999995,10,8,8,9,9,8,9,7,2,9,9,8
1089,Forrest Kaufman,58,none,Acme Factory,23,25,27,200,24,24,25,23,29,23,25,27,200,24,24,25,23,29,122,174,104,265650.57999999984,418353.49,690.2799999999996,35,31,37,35,33,36,33,26,29,36,33,36
1090,Albert Colley,39,none,Acme Factory,11,13,12,96,10,14,12,11,13,11,13,12,96,10,14,12,11,13,54,80,58,127710.71999999997,201122.84000000008,331.8799999999998,18,16,17,18,18,16,17,9,10,18,18,17
1091,Richard Mcdaries,22,male,Acme Factory,28,17,21,182,18,24,25,35,14,28,17,21,182,18,24,25,35,14,94,136,134,253782.24,389773.11000000016,659.5199999999996,35,32,32,27,26,25,26,27,28,37,32,37
1092,Bryon Denton,38,male,Acme Factory,8,13,11,77,6,13,12,10,4,8,13,11,77,6,13,12,10,4,48,60,46,102687.91999999997,155775.09999999998,266.89999999999975,18,17,12,9,9,8,10,8,10,19,17,17
1093,Todd Morgan,24,male,Acme Factory,7,5,10,37,2,6,4,2,1,7,5,10,37,2,6,4,2,1,28,30,16,48737.3,73976.74,126.64000000000001,9,8,9,9,9,2,0,0,2,9,9,8
1094,Arlene Suk,25,female,Acme Factory,3,2,1,20,4,1,4,4,1,3,2,1,20,4,1,4,4,1,16,12,12,27935.819999999992,38935.67000000001,72.58000000000001,9,3,0,0,0,0,0,0,2,9,9,8
1095,Sam Donnelly,26,male,Acme Factory,21,24,14,158,20,17,19,19,24,21,24,14,158,20,17,19,19,24,94,156,66,212355.4599999999,339499.80000000016,551.8199999999997,27,23,26,26,27,25,27,26,28,29,24,28
1096,Rosemary Finnell,29,female,Acme Factory,15,9,11,95,9,16,11,5,19,15,9,11,95,9,16,11,5,19,52,74,64,123780.63999999988,194362.04,321.5999999999999,18,15,18,18,17,17,15,9,10,19,17,17
1097,Mary Oldham,47,none,Acme Factory,15,18,21,139,13,18,19,17,18,15,18,21,139,13,18,19,17,18,94,98,86,183956.99999999994,279752.30000000005,478.03999999999996,27,24,26,27,24,16,19,17,19,28,25,26
1098,Lyman Aguinaldo,61,male,Acme Factory,12,5,7,51,8,3,7,5,4,12,5,7,51,8,3,7,5,4,36,42,24,69633.46,105669.97999999998,180.87999999999994,9,9,8,9,9,8,9,9,6,9,9,8
1099,Joseph Nitz,36,male,Acme Factory,10,8,6,61,8,4,10,10,5,10,8,6,61,8,4,10,10,5,26,62,34,83728.63999999998,136126.72999999998,217.55999999999983,10,8,8,9,9,8,10,8,10,19,15,8
1100,David Brooks,33,none,Acme Factory,14,13,15,117,14,14,19,12,16,14,13,15,117,14,14,19,12,16,50,108,76,153458.22,246998.52000000005,398.7200000000001,18,17,16,18,18,16,18,18,19,27,26,23
1101,Kristin Gaiser,58,female,Acme Factory,19,21,25,163,19,24,20,18,17,19,21,25,163,19,24,20,18,17,86,144,96,217158.30000000002,344083.2500000001,564.3,27,24,26,26,27,25,29,24,28,36,28,26
1102,Beverly Porter,27,none,Acme Factory,7,9,6,63,6,9,10,8,8,7,9,6,63,6,9,10,8,8,36,60,30,83700.23999999996,133199.99,217.51999999999987,9,9,8,9,8,9,9,9,10,18,18,10
1103,Bernice Baker,23,female,Acme Factory,19,15,19,137,14,15,19,19,17,19,15,19,137,14,15,19,19,17,70,112,92,184293.56,288678.38,478.8799999999999,27,24,26,27,20,16,19,17,19,28,25,26
1104,Juanita Palmer,42,none,Acme Factory,18,32,30,198,28,20,30,17,23,18,32,30,198,28,20,30,17,23,122,160,114,256857.58000000002,402655.19000000006,667.3999999999997,34,33,35,37,33,34,30,26,29,34,34,37
1105,Cynthia Hambleton,45,none,Acme Factory,28,18,23,180,25,19,24,27,16,28,18,23,180,25,19,24,27,16,108,134,118,246830.12,377719.61,641.3400000000003,35,32,28,27,26,25,28,25,28,36,33,37
1106,Dwight Hammers,34,male,Acme Factory,5,8,6,52,7,6,11,6,3,5,8,6,52,7,6,11,6,3,20,44,40,68109.40000000001,109522.6,176.9799999999999,10,8,8,9,9,8,9,9,8,9,8,9
1107,Hildegard Gerlach,40,female,Acme Factory,2,5,3,26,2,5,3,2,4,2,5,3,26,2,5,3,2,4,20,18,14,33702.64,51716.23,87.59999999999997,9,9,6,0,0,0,0,0,2,9,9,8
1108,Jennifer Ferrer,65,female,Acme Factory,20,17,21,151,17,13,24,20,19,20,17,21,151,17,13,24,20,19,78,114,110,201093.93999999992,310470.95999999996,522.5,26,24,26,27,26,25,27,22,19,27,25,28
1109,Gregory Fiorini,28,male,Acme Factory,13,7,0,49,6,6,3,5,9,13,7,0,49,6,6,3,5,9,36,36,26,68880.75999999998,105457.60999999999,178.97999999999996,9,9,8,9,9,8,9,9,2,9,9,8
1110,Amy Thomas,27,none,Acme Factory,6,5,4,48,6,10,4,5,8,6,5,4,48,6,10,4,5,8,26,36,34,64817.65999999999,102546.62999999999,168.43999999999988,10,8,8,9,9,8,10,6,2,9,8,9
1111,Agnes Allen,61,female,Acme Factory,15,16,17,128,14,19,10,17,20,15,16,17,128,14,19,10,17,20,58,106,92,173443.23999999993,277186.7199999999,450.73999999999984,26,25,18,18,18,16,18,18,19,27,25,28
1112,Troy Reader,40,none,Acme Factory,17,19,16,129,18,13,12,15,19,17,19,16,129,18,13,12,15,19,56,102,100,173902.81999999992,278937.44000000006,451.8799999999999,28,23,21,18,18,16,19,17,19,27,25,27
1113,Travis Cordell,44,male,Acme Factory,7,17,15,102,8,8,14,21,12,7,17,15,102,8,8,14,21,12,60,70,74,138323.73999999996,209043.78999999998,359.53999999999996,18,17,16,19,17,16,19,17,12,19,17,17
1114,Sandra Wang,50,female,Acme Factory,6,3,12,52,7,4,5,8,7,6,3,12,52,7,4,5,8,7,38,44,22,70183.70000000001,108118.89000000003,182.33999999999997,9,9,8,9,9,8,9,9,8,9,9,8
1115,Naomi Varner,58,female,Acme Factory,2,5,5,36,7,2,7,3,5,2,5,5,36,7,2,7,3,5,26,22,24,45762.619999999995,68463.54999999999,118.87999999999998,10,7,9,9,9,0,0,0,2,9,8,9
1116,Henry Korczynski,21,male,Acme Factory,19,18,19,139,20,14,17,16,16,19,18,19,139,20,14,17,16,16,92,118,68,186662.19999999995,292717.89,485.0,26,25,26,26,25,16,19,17,19,27,25,27
1117,Jonathan Ferguson,40,none,Acme Factory,1,0,0,3,0,2,0,0,0,1,0,0,3,0,2,0,0,0,0,2,4,4323.82,7063.57,11.24,0,0,0,0,0,0,0,0,2,4,0,0
1118,Emanuel Ross,47,male,Acme Factory,6,6,7,70,9,11,6,10,15,6,6,7,70,9,11,6,10,15,46,46,48,94257.77999999994,142995.59999999998,244.93999999999986,16,9,8,9,9,8,9,9,10,19,16,18
1119,Brian Eckhardt,29,none,Acme Factory,14,10,10,92,9,9,13,14,13,14,10,10,92,9,9,13,14,13,44,94,46,124818.3999999999,199381.00999999998,324.3399999999998,19,16,16,18,17,17,9,9,10,19,16,18
1120,Josephine Underwood,56,female,Acme Factory,19,16,13,119,9,11,15,22,14,19,16,13,119,9,11,15,22,14,80,96,62,164700.39999999997,249239.77000000002,428.03999999999996,20,15,17,18,18,16,18,18,19,27,26,26
1121,Carrie Weir,43,female,Acme Factory,9,15,14,115,16,14,17,17,13,9,15,14,115,16,14,17,17,13,72,108,50,153749.47999999986,240328.3100000001,399.53999999999985,19,16,16,18,18,16,18,18,19,27,26,19
1122,Kevin Summers,43,male,Acme Factory,5,6,6,52,5,5,7,10,8,5,6,6,52,5,5,7,10,8,24,50,30,70761.78,113408.87,183.89999999999998,10,8,8,9,8,9,9,9,8,9,9,8
1123,Heath Lapierre,33,male,Acme Factory,19,6,18,111,11,13,18,12,14,19,6,18,111,11,13,18,12,14,72,96,54,147273.29999999996,227282.86,382.5999999999998,19,16,16,18,18,16,18,18,19,27,19,18
1124,Claude Hiatt,24,male,Acme Factory,1,1,3,9,0,1,1,2,0,1,1,3,9,0,1,1,2,0,4,4,10,12372.419999999998,18395.22,32.16,0,0,0,0,0,0,0,0,2,9,7,0
1125,Rebecca Englert,50,female,Acme Factory,7,6,9,60,5,7,5,11,10,7,6,9,60,5,7,5,11,10,32,52,36,82405.05999999995,130328.51999999995,214.15999999999985,10,7,9,9,9,8,9,9,10,19,13,8
